Time [s], Analyzer Name, Decoded Protocol Result
7.221916000000000,I2C,Setup Read to ['171'] + NAK
7.229824000000000,I2C,Setup Write to ['172'] + NAK
7.230428000000000,I2C,Setup Read to ['173'] + NAK
7.231042000000000,I2C,Setup Write to ['174'] + NAK
7.231648000000000,I2C,Setup Read to ['175'] + NAK
7.232904000000000,I2C,Setup Read to [C] + NAK
7.233666000000000,I2C,Setup Read to [M] + NAK
7.241438000000000,I2C,Setup Read to [E] + NAK
7.242052000000000,I2C,Setup Write to [@] + NAK
7.242656000000000,I2C,Setup Write to [D] + NAK
7.243262000000000,I2C,Setup Write to [F] + NAK
7.243866000000000,I2C,Setup Write to [N] + NAK
7.244618000000000,I2C,Setup Write to [L] + NAK
7.252416000000000,I2C,Setup Write to [L] + NAK
7.253022000000000,I2C,Setup Write to ['144'] + NAK
7.253626000000000,I2C,Setup Write to ['146'] + NAK
7.254230000000000,I2C,Setup Write to ['148'] + ACK
7.254554000000000,I2C,'5' + ACK
7.255200000000000,I2C,Setup Read to ['149'] + ACK
7.255504000000000,I2C,a + ACK
7.255956000000000,I2C,r + ACK
7.263406000000000,I2C,n + ACK
7.263716000000000,I2C,i + NAK
7.264330000000000,I2C,Setup Write to ['150'] + ACK
7.264654000000000,I2C,'5' + ACK
7.265300000000000,I2C,Setup Read to ['151'] + ACK
7.265606000000000,I2C,'0' + ACK
7.265910000000000,I2C,'0' + ACK
7.266214000000000,I2C,B + ACK
7.266524000000000,I2C,W + NAK
7.274432000000000,I2C,Setup Write to ['152'] + ACK
7.274756000000000,I2C,'5' + ACK
7.275400000000000,I2C,Setup Read to ['153'] + ACK
7.275706000000000,I2C,'255' + ACK
7.276010000000000,I2C,0 + ACK
7.276314000000000,I2C,M + ACK
7.276626000000000,I2C,'5' + NAK
7.277240000000000,I2C,Setup Write to ['160'] + NAK
7.277992000000000,I2C,Setup Read to ['161'] + NAK
7.285788000000000,I2C,Setup Write to ['162'] + NAK
7.286392000000000,I2C,Setup Read to ['163'] + NAK
7.287008000000000,I2C,Setup Write to ['164'] + NAK
7.287612000000000,I2C,Setup Read to ['165'] + NAK
7.288226000000000,I2C,Setup Write to ['166'] + NAK
7.288830000000000,I2C,Setup Read to ['167'] + NAK
7.296738000000000,I2C,Setup Write to ['168'] + NAK
7.297342000000000,I2C,Setup Read to ['169'] + NAK
7.297956000000000,I2C,Setup Write to ['170'] + NAK
7.298562000000000,I2C,Setup Read to ['171'] + NAK
7.299176000000000,I2C,Setup Write to ['172'] + NAK
7.299780000000000,I2C,Setup Read to ['173'] + NAK
7.307700000000000,I2C,Setup Write to ['174'] + NAK
7.308304000000000,I2C,Setup Read to ['175'] + NAK
7.309560000000000,I2C,Setup Read to [C] + NAK
7.310176000000000,I2C,Setup Read to [M] + NAK
7.310790000000000,I2C,Setup Read to [E] + NAK
7.311552000000000,I2C,Setup Write to [@] + NAK
7.335006000000000,I2C,Setup Write to [D] + NAK
7.335710000000000,I2C,Setup Write to [F] + NAK
7.336412000000000,I2C,Setup Write to [N] + NAK
7.337114000000000,I2C,Setup Write to [L] + NAK
7.337816000000000,I2C,Setup Write to [L] + NAK
7.338518000000000,I2C,Setup Write to ['144'] + NAK
7.339220000000000,I2C,Setup Write to ['146'] + NAK
7.339922000000000,I2C,Setup Write to ['148'] + ACK
7.340294000000000,I2C,'5' + ACK
7.341038000000000,I2C,Setup Read to ['149'] + ACK
7.341392000000000,I2C,a + ACK
7.341746000000000,I2C,r + ACK
7.342098000000000,I2C,n + ACK
7.342458000000000,I2C,i + NAK
7.343170000000000,I2C,Setup Write to ['150'] + ACK
7.343542000000000,I2C,'5' + ACK
7.344286000000000,I2C,Setup Read to ['151'] + ACK
7.344788000000000,I2C,'0' + ACK
7.352274000000000,I2C,'0' + ACK
7.352626000000000,I2C,B + ACK
7.352986000000000,I2C,W + NAK
7.353698000000000,I2C,Setup Write to ['152'] + ACK
7.354070000000000,I2C,'5' + ACK
7.354814000000000,I2C,Setup Read to ['153'] + ACK
7.355168000000000,I2C,'255' + ACK
7.356602000000000,I2C,0 + ACK
7.364124000000000,I2C,M + ACK
7.364486000000000,I2C,'5' + NAK
7.365198000000000,I2C,Setup Write to ['160'] + NAK
7.365900000000000,I2C,Setup Read to ['161'] + NAK
7.366612000000000,I2C,Setup Write to ['162'] + NAK
7.374552000000000,I2C,Setup Read to ['163'] + NAK
7.375264000000000,I2C,Setup Write to ['164'] + NAK
7.375900000000000,I2C,Setup Read to ['165'] + NAK
7.376546000000000,I2C,Setup Write to ['166'] + NAK
7.377182000000000,I2C,Setup Read to ['167'] + NAK
7.377976000000000,I2C,Setup Write to ['168'] + NAK
7.385836000000000,I2C,Setup Read to ['169'] + NAK
7.386548000000000,I2C,Setup Write to ['170'] + NAK
7.387184000000000,I2C,Setup Read to ['171'] + NAK
7.387828000000000,I2C,Setup Write to ['172'] + NAK
7.388464000000000,I2C,Setup Read to ['173'] + NAK
7.389324000000000,I2C,Setup Write to ['174'] + NAK
7.397220000000000,I2C,Setup Read to ['175'] + NAK
7.398576000000000,I2C,Setup Read to [C] + NAK
7.399288000000000,I2C,Setup Read to [M] + NAK
7.400000000000000,I2C,Setup Read to [E] + NAK
7.407926000000000,I2C,Setup Write to [@] + NAK
7.408562000000000,I2C,Setup Write to [D] + NAK
7.409198000000000,I2C,Setup Write to [F] + NAK
7.409834000000000,I2C,Setup Write to [N] + NAK
7.410470000000000,I2C,Setup Write to [L] + NAK
7.411506000000000,I2C,Setup Write to [L] + NAK
7.419276000000000,I2C,Setup Write to ['144'] + NAK
7.420162000000000,I2C,Setup Write to ['146'] + NAK
7.420800000000000,I2C,Setup Write to ['148'] + ACK
7.421172000000000,I2C,'5' + ACK
7.421848000000000,I2C,Setup Read to ['149'] + ACK
7.422202000000000,I2C,a + ACK
7.422702000000000,I2C,r + ACK
7.437552000000000,I2C,n + ACK
7.445156000000000,I2C,i + NAK
7.445770000000000,I2C,Setup Write to ['150'] + ACK
7.446094000000000,I2C,'5' + ACK
7.446722000000000,I2C,Setup Read to ['151'] + ACK
7.447214000000000,I2C,'0' + ACK
7.447518000000000,I2C,'0' + ACK
7.448006000000000,I2C,B + ACK
7.448504000000000,I2C,W + NAK
7.449118000000000,I2C,Setup Write to ['152'] + ACK
7.449628000000000,I2C,'5' + ACK
7.450256000000000,I2C,Setup Read to ['153'] + ACK
7.450560000000000,I2C,'255' + ACK
7.451050000000000,I2C,0 + ACK
7.451540000000000,I2C,M + ACK
7.451852000000000,I2C,'5' + NAK
7.452466000000000,I2C,Setup Write to ['160'] + NAK
7.453256000000000,I2C,Setup Read to ['161'] + NAK
7.453852000000000,I2C,Setup Write to ['162'] + NAK
7.454458000000000,I2C,Setup Read to ['163'] + NAK
7.455054000000000,I2C,Setup Write to ['164'] + NAK
7.455806000000000,I2C,Setup Read to ['165'] + NAK
7.463532000000000,I2C,Setup Write to ['166'] + NAK
7.464322000000000,I2C,Setup Read to ['167'] + NAK
7.465122000000000,I2C,Setup Write to ['168'] + NAK
7.465912000000000,I2C,Setup Read to ['169'] + NAK
7.466712000000000,I2C,Setup Write to ['170'] + NAK
7.474658000000000,I2C,Setup Read to ['171'] + NAK
7.475458000000000,I2C,Setup Write to ['172'] + NAK
7.476248000000000,I2C,Setup Read to ['173'] + NAK
7.477048000000000,I2C,Setup Write to ['174'] + NAK
7.477838000000000,I2C,Setup Read to ['175'] + NAK
7.486352000000000,I2C,Setup Read to [C] + NAK
7.486968000000000,I2C,Setup Read to [M] + NAK
7.487768000000000,I2C,Setup Read to [E] + NAK
7.488568000000000,I2C,Setup Write to [@] + NAK
7.496662000000000,I2C,Setup Write to [D] + NAK
7.497452000000000,I2C,Setup Write to [F] + NAK
7.498242000000000,I2C,Setup Write to [N] + NAK
7.498998000000000,I2C,Setup Write to [L] + NAK
7.499602000000000,I2C,Setup Write to [L] + NAK
7.500506000000000,I2C,Setup Write to ['144'] + NAK
7.508270000000000,I2C,Setup Write to ['146'] + NAK
7.509060000000000,I2C,Setup Write to ['148'] + ACK
7.509568000000000,I2C,'5' + ACK
7.510198000000000,I2C,Setup Read to ['149'] + ACK
7.510502000000000,I2C,a + ACK
7.510992000000000,I2C,r + ACK
7.518786000000000,I2C,n + ACK
7.519098000000000,I2C,i + NAK
7.519712000000000,I2C,Setup Write to ['150'] + ACK
7.520220000000000,I2C,'5' + ACK
7.520850000000000,I2C,Setup Read to ['151'] + ACK
7.521154000000000,I2C,'0' + ACK
7.521644000000000,I2C,'0' + ACK
7.521948000000000,I2C,B + ACK
7.522592000000000,I2C,W + NAK
7.530364000000000,I2C,Setup Write to ['152'] + ACK
7.530688000000000,I2C,'5' + ACK
7.531316000000000,I2C,Setup Read to ['153'] + ACK
7.531806000000000,I2C,'255' + ACK
7.532110000000000,I2C,0 + ACK
7.532600000000000,I2C,M + ACK
7.533096000000000,I2C,'5' + NAK
7.533858000000000,I2C,Setup Write to ['160'] + NAK
7.554716000000000,I2C,Setup Read to ['161'] + NAK
7.555428000000000,I2C,Setup Write to ['162'] + NAK
7.563434000000000,I2C,Setup Read to ['163'] + NAK
7.564146000000000,I2C,Setup Write to ['164'] + NAK
7.564782000000000,I2C,Setup Read to ['165'] + NAK
7.565494000000000,I2C,Setup Write to ['166'] + NAK
7.566130000000000,I2C,Setup Read to ['167'] + NAK
7.566924000000000,I2C,Setup Write to ['168'] + NAK
7.574808000000000,I2C,Setup Read to ['169'] + NAK
7.575520000000000,I2C,Setup Write to ['170'] + NAK
7.576224000000000,I2C,Setup Read to ['171'] + NAK
7.576868000000000,I2C,Setup Write to ['172'] + NAK
7.577504000000000,I2C,Setup Read to ['173'] + NAK
7.578298000000000,I2C,Setup Write to ['174'] + NAK
7.586146000000000,I2C,Setup Read to ['175'] + NAK
7.587434000000000,I2C,Setup Read to [C] + NAK
7.588146000000000,I2C,Setup Read to [M] + NAK
7.588792000000000,I2C,Setup Read to [E] + NAK
7.596796000000000,I2C,Setup Write to [@] + NAK
7.597432000000000,I2C,Setup Write to [D] + NAK
7.598068000000000,I2C,Setup Write to [F] + NAK
7.598704000000000,I2C,Setup Write to [N] + NAK
7.599342000000000,I2C,Setup Write to [L] + NAK
7.600376000000000,I2C,Setup Write to [L] + NAK
7.608260000000000,I2C,Setup Write to ['144'] + NAK
7.608964000000000,I2C,Setup Write to ['146'] + NAK
7.609600000000000,I2C,Setup Write to ['148'] + ACK
7.609972000000000,I2C,'5' + ACK
7.610900000000000,I2C,Setup Read to ['149'] + ACK
7.611402000000000,I2C,a + ACK
7.618834000000000,I2C,r + ACK
7.619186000000000,I2C,n + ACK
7.619732000000000,I2C,i + NAK
7.620564000000000,I2C,Setup Write to ['150'] + ACK
7.620936000000000,I2C,'5' + ACK
7.621866000000000,I2C,Setup Read to ['151'] + ACK
7.622220000000000,I2C,'0' + ACK
7.622720000000000,I2C,'0' + ACK
7.630218000000000,I2C,B + ACK
7.630764000000000,I2C,W + NAK
7.631476000000000,I2C,Setup Write to ['152'] + ACK
7.631848000000000,I2C,'5' + ACK
7.632592000000000,I2C,Setup Read to ['153'] + ACK
7.632946000000000,I2C,'255' + ACK
7.633632000000000,I2C,0 + ACK
7.641166000000000,I2C,M + ACK
7.641526000000000,I2C,'5' + NAK
7.642238000000000,I2C,Setup Write to ['160'] + NAK
7.642874000000000,I2C,Setup Read to ['161'] + NAK
7.643772000000000,I2C,Setup Write to ['162'] + NAK
7.644408000000000,I2C,Setup Read to ['163'] + NAK
7.661422000000000,I2C,Setup Write to ['164'] + NAK
7.669362000000000,I2C,Setup Read to ['165'] + NAK
7.670008000000000,I2C,Setup Write to ['166'] + NAK
7.670644000000000,I2C,Setup Read to ['167'] + NAK
7.671290000000000,I2C,Setup Write to ['168'] + NAK
7.671926000000000,I2C,Setup Read to ['169'] + NAK
7.672572000000000,I2C,Setup Write to ['170'] + NAK
7.673208000000000,I2C,Setup Read to ['171'] + NAK
7.673854000000000,I2C,Setup Write to ['172'] + NAK
7.674490000000000,I2C,Setup Read to ['173'] + NAK
7.675136000000000,I2C,Setup Write to ['174'] + NAK
7.675772000000000,I2C,Setup Read to ['175'] + NAK
7.677060000000000,I2C,Setup Read to [C] + NAK
7.677772000000000,I2C,Setup Read to [M] + NAK
7.685694000000000,I2C,Setup Read to [E] + NAK
7.686340000000000,I2C,Setup Write to [@] + NAK
7.686976000000000,I2C,Setup Write to [D] + NAK
7.687612000000000,I2C,Setup Write to [F] + NAK
7.688314000000000,I2C,Setup Write to [N] + NAK
7.689282000000000,I2C,Setup Write to [L] + NAK
7.697064000000000,I2C,Setup Write to [L] + NAK
7.697700000000000,I2C,Setup Write to ['144'] + NAK
7.698336000000000,I2C,Setup Write to ['146'] + NAK
7.699038000000000,I2C,Setup Write to ['148'] + ACK
7.699596000000000,I2C,'5' + ACK
7.707830000000000,I2C,Setup Read to ['149'] + ACK
7.708184000000000,I2C,a + ACK
7.708536000000000,I2C,r + ACK
7.708890000000000,I2C,n + ACK
7.709436000000000,I2C,i + NAK
7.710148000000000,I2C,Setup Write to ['150'] + ACK
7.710520000000000,I2C,'5' + ACK
7.711410000000000,I2C,Setup Read to ['151'] + ACK
7.718958000000000,I2C,'0' + ACK
7.719312000000000,I2C,'0' + ACK
7.719664000000000,I2C,B + ACK
7.720024000000000,I2C,W + NAK
7.720670000000000,I2C,Setup Write to ['152'] + ACK
7.721042000000000,I2C,'5' + ACK
7.721786000000000,I2C,Setup Read to ['153'] + ACK
7.722140000000000,I2C,'255' + ACK
7.722640000000000,I2C,0 + ACK
7.730150000000000,I2C,M + ACK
7.730510000000000,I2C,'5' + NAK
7.731222000000000,I2C,Setup Write to ['160'] + NAK
7.731924000000000,I2C,Setup Read to ['161'] + NAK
7.732636000000000,I2C,Setup Write to ['162'] + NAK
7.733340000000000,I2C,Setup Read to ['163'] + NAK
7.741344000000000,I2C,Setup Write to ['164'] + NAK
7.742046000000000,I2C,Setup Read to ['165'] + NAK
7.742758000000000,I2C,Setup Write to ['166'] + NAK
7.743394000000000,I2C,Setup Read to ['167'] + NAK
7.744106000000000,I2C,Setup Write to ['168'] + NAK
7.744956000000000,I2C,Setup Read to ['169'] + NAK
7.752862000000000,I2C,Setup Write to ['170'] + NAK
7.753564000000000,I2C,Setup Read to ['171'] + NAK
7.754276000000000,I2C,Setup Write to ['172'] + NAK
7.754978000000000,I2C,Setup Read to ['173'] + NAK
7.756024000000000,I2C,Setup Write to ['174'] + NAK
7.778446000000000,I2C,Setup Read to ['175'] + NAK
7.786982000000000,I2C,Setup Read to [C] + NAK
7.787708000000000,I2C,Setup Read to [M] + NAK
7.788438000000000,I2C,Setup Read to [E] + NAK
7.789312000000000,I2C,Setup Write to [@] + NAK
7.797186000000000,I2C,Setup Write to [D] + NAK
7.797902000000000,I2C,Setup Write to [F] + NAK
7.798618000000000,I2C,Setup Write to [N] + NAK
7.799334000000000,I2C,Setup Write to [L] + NAK
7.800052000000000,I2C,Setup Write to [L] + NAK
7.808072000000000,I2C,Setup Write to ['144'] + NAK
7.808788000000000,I2C,Setup Write to ['146'] + NAK
7.809504000000000,I2C,Setup Write to ['148'] + ACK
7.809878000000000,I2C,'5' + ACK
7.810620000000000,I2C,Setup Read to ['149'] + ACK
7.810974000000000,I2C,a + ACK
7.811476000000000,I2C,r + ACK
7.819022000000000,I2C,n + ACK
7.819382000000000,I2C,i + NAK
7.820094000000000,I2C,Setup Write to ['150'] + ACK
7.820466000000000,I2C,'5' + ACK
7.821210000000000,I2C,Setup Read to ['151'] + ACK
7.821564000000000,I2C,'0' + ACK
7.821916000000000,I2C,'0' + ACK
7.822270000000000,I2C,B + ACK
7.822778000000000,I2C,W + NAK
7.830646000000000,I2C,Setup Write to ['152'] + ACK
7.831018000000000,I2C,'5' + ACK
7.831762000000000,I2C,Setup Read to ['153'] + ACK
7.832116000000000,I2C,'255' + ACK
7.832468000000000,I2C,0 + ACK
7.832822000000000,I2C,M + ACK
7.833182000000000,I2C,'5' + NAK
7.841198000000000,I2C,Setup Write to ['160'] + NAK
7.841916000000000,I2C,Setup Read to ['161'] + NAK
7.842642000000000,I2C,Setup Write to ['162'] + NAK
7.843358000000000,I2C,Setup Read to ['163'] + NAK
7.844084000000000,I2C,Setup Write to ['164'] + NAK
7.844948000000000,I2C,Setup Read to ['165'] + NAK
7.852868000000000,I2C,Setup Write to ['166'] + NAK
7.853584000000000,I2C,Setup Read to ['167'] + NAK
7.854310000000000,I2C,Setup Write to ['168'] + NAK
7.855026000000000,I2C,Setup Read to ['169'] + NAK
7.855900000000000,I2C,Setup Write to ['170'] + NAK
7.863774000000000,I2C,Setup Read to ['171'] + NAK
7.864500000000000,I2C,Setup Write to ['172'] + NAK
7.865216000000000,I2C,Setup Read to ['173'] + NAK
7.865942000000000,I2C,Setup Write to ['174'] + NAK
7.866658000000000,I2C,Setup Read to ['175'] + NAK
7.881808000000000,I2C,Setup Write to ['148'] + ACK
7.889498000000000,I2C,'5' + ACK
7.897386000000000,I2C,Setup Read to ['149'] + ACK
7.897740000000000,I2C,a + ACK
7.898094000000000,I2C,r + ACK
7.898446000000000,I2C,n + ACK
7.898806000000000,I2C,i + NAK
7.899518000000000,I2C,Setup Write to ['150'] + ACK
7.899890000000000,I2C,'5' + ACK
7.907938000000000,I2C,Setup Read to ['151'] + ACK
7.908292000000000,I2C,'0' + ACK
7.908646000000000,I2C,'0' + ACK
7.908998000000000,I2C,B + ACK
7.909358000000000,I2C,W + NAK
7.910070000000000,I2C,Setup Write to ['152'] + ACK
7.910442000000000,I2C,'5' + ACK
7.911186000000000,I2C,Setup Read to ['153'] + ACK
7.911688000000000,I2C,'255' + ACK
7.919222000000000,I2C,0 + ACK
7.919576000000000,I2C,M + ACK
7.919936000000000,I2C,'5' + NAK
7.923606000000000,I2C,Setup Write to ['148'] + ACK
7.931124000000000,I2C,'5' + ACK
7.931868000000000,I2C,Setup Read to ['149'] + ACK
7.932222000000000,I2C,a + ACK
7.932574000000000,I2C,r + ACK
7.932928000000000,I2C,n + ACK
7.933288000000000,I2C,i + NAK
7.941304000000000,I2C,Setup Write to ['150'] + ACK
7.941676000000000,I2C,'5' + ACK
7.942420000000000,I2C,Setup Read to ['151'] + ACK
7.942774000000000,I2C,'0' + ACK
7.943126000000000,I2C,'0' + ACK
7.943480000000000,I2C,B + ACK
7.943840000000000,I2C,W + NAK
7.944552000000000,I2C,Setup Write to ['152'] + ACK
7.945072000000000,I2C,'5' + ACK
7.953010000000000,I2C,Setup Read to ['153'] + ACK
7.953362000000000,I2C,'255' + ACK
7.953716000000000,I2C,0 + ACK
7.954068000000000,I2C,M + ACK
7.954428000000000,I2C,'5' + NAK
7.958100000000000,I2C,Setup Write to ['148'] + ACK
7.965618000000000,I2C,'5' + ACK
7.966360000000000,I2C,Setup Read to ['149'] + ACK
7.966714000000000,I2C,a + ACK
7.967214000000000,I2C,r + ACK
7.974724000000000,I2C,n + ACK
7.975086000000000,I2C,i + NAK
7.975798000000000,I2C,Setup Write to ['150'] + ACK
7.976170000000000,I2C,'5' + ACK
7.976912000000000,I2C,Setup Read to ['151'] + ACK
7.977266000000000,I2C,'0' + ACK
7.977620000000000,I2C,'0' + ACK
7.977972000000000,I2C,B + ACK
7.991270000000000,I2C,W + NAK
7.999128000000000,I2C,Setup Write to ['152'] + ACK
7.999500000000000,I2C,'5' + ACK
8.000392000000000,I2C,Setup Read to ['153'] + ACK
8.007878000000000,I2C,'255' + ACK
8.008232000000000,I2C,0 + ACK
8.008584000000001,I2C,M + ACK
8.008944000000000,I2C,'5' + NAK
8.012613999999999,I2C,Setup Write to ['148'] + ACK
8.020182000000000,I2C,'5' + ACK
8.020924000000001,I2C,Setup Read to ['149'] + ACK
8.021278000000001,I2C,a + ACK
8.021632000000000,I2C,r + ACK
8.021984000000000,I2C,n + ACK
8.022344000000000,I2C,i + NAK
8.030338000000000,I2C,Setup Write to ['150'] + ACK
8.030709999999999,I2C,'5' + ACK
8.031454000000000,I2C,Setup Read to ['151'] + ACK
8.031808000000000,I2C,'0' + ACK
8.032159999999999,I2C,'0' + ACK
8.032512000000001,I2C,B + ACK
8.032871999999999,I2C,W + NAK
8.033732000000001,I2C,Setup Write to ['152'] + ACK
8.041250000000000,I2C,'5' + ACK
8.041994000000001,I2C,Setup Read to ['153'] + ACK
8.042348000000000,I2C,'255' + ACK
8.042700000000000,I2C,0 + ACK
8.043051999999999,I2C,M + ACK
8.043414000000000,I2C,'5' + NAK
8.047084000000000,I2C,Setup Write to ['148'] + ACK
8.054626000000001,I2C,'5' + ACK
8.055370000000000,I2C,Setup Read to ['149'] + ACK
8.055724000000000,I2C,a + ACK
8.056224000000000,I2C,r + ACK
8.063722000000000,I2C,n + ACK
8.064082000000001,I2C,i + NAK
8.064793999999999,I2C,Setup Write to ['150'] + ACK
8.065166000000000,I2C,'5' + ACK
8.065910000000001,I2C,Setup Read to ['151'] + ACK
8.066264000000000,I2C,'0' + ACK
8.066618000000000,I2C,'0' + ACK
8.067118000000001,I2C,B + ACK
8.074622000000000,I2C,W + NAK
8.075334000000000,I2C,Setup Write to ['152'] + ACK
8.075708000000001,I2C,'5' + ACK
8.076449999999999,I2C,Setup Read to ['153'] + ACK
8.076803999999999,I2C,'255' + ACK
8.077158000000001,I2C,0 + ACK
8.077510000000000,I2C,M + ACK
8.077870000000001,I2C,'5' + NAK
8.088736000000001,I2C,Setup Write to ['148'] + ACK
8.089108000000000,I2C,'5' + ACK
8.109908000000001,I2C,Setup Read to ['149'] + ACK
8.110260000000000,I2C,a + ACK
8.110614000000000,I2C,r + ACK
8.110965999999999,I2C,n + ACK
8.111326000000000,I2C,i + NAK
8.119380000000000,I2C,Setup Write to ['150'] + ACK
8.119752000000000,I2C,'5' + ACK
8.120495999999999,I2C,Setup Read to ['151'] + ACK
8.120850000000001,I2C,'0' + ACK
8.121202000000000,I2C,'0' + ACK
8.121556000000000,I2C,B + ACK
8.121916000000001,I2C,W + NAK
8.122776000000000,I2C,Setup Write to ['152'] + ACK
8.130305999999999,I2C,'5' + ACK
8.131048000000000,I2C,Setup Read to ['153'] + ACK
8.131402000000000,I2C,'255' + ACK
8.131755999999999,I2C,0 + ACK
8.132108000000001,I2C,M + ACK
8.132467999999999,I2C,'5' + NAK
8.136139999999999,I2C,Setup Write to ['148'] + ACK
8.152730000000000,I2C,'5' + ACK
8.160802000000000,I2C,Setup Read to ['149'] + ACK
8.161156000000000,I2C,a + ACK
8.161510000000000,I2C,r + ACK
8.161861999999999,I2C,n + ACK
8.162222000000000,I2C,i + NAK
8.162934000000000,I2C,Setup Write to ['150'] + ACK
8.163306000000000,I2C,'5' + ACK
8.164050000000000,I2C,Setup Read to ['151'] + ACK
8.164403999999999,I2C,'0' + ACK
8.164756000000001,I2C,'0' + ACK
8.165110000000000,I2C,B + ACK
8.165469999999999,I2C,W + NAK
8.166181999999999,I2C,Setup Write to ['152'] + ACK
8.166554000000000,I2C,'5' + ACK
8.167446000000000,I2C,Setup Read to ['153'] + ACK
8.174956000000000,I2C,'255' + ACK
8.175310000000000,I2C,0 + ACK
8.175662000000001,I2C,M + ACK
8.176022000000000,I2C,'5' + NAK
8.179691999999999,I2C,Setup Write to ['148'] + ACK
8.187222000000000,I2C,'5' + ACK
